time,ground_displacement,relative_displacement,roof_displacement
-0.82000000000006,-4.5260760481229,2.6771591259043,-7.2032351740271
-0.81000000000006,-4.1172525175077,-1.6672540809758,-2.4499984365319
-0.80000000000006,-3.6541811500428,-5.9421500799375,2.2879689298947
-0.79000000000006,-3.1444590197362,-10.088104600681,6.9436455809445
-0.78000000000006,-2.5964125336931,-14.040694251737,11.444281718044
-0.77000000000006,-2.0189659297982,-17.727070733362,15.708104803563
-0.76000000000006,-1.4215003510508,-21.072152536779,19.650652185728
-0.75000000000006,-0.81370571914414,-24.008071152781,23.194365433637
-0.74000000000006,-0.2054277434364,-26.478387546943,26.272959803507
-0.73000000000006,0.39348752182602,-28.444670724272,28.838158246098
-0.72000000000006,0.97334912050813,-29.88555671574,30.858905836248
-0.71000000000006,1.5247741862856,-30.786112201858,32.310886388144
-0.70000000000006,2.0388360701812,-31.139699097189,33.17853516737
-0.69000000000006,2.5072052677906,-30.946154043149,33.45335931094
-0.68000000000006,2.9222809236073,-30.209730377606,33.132011301213
-0.67000000000006,3.277310838463,-28.943251395619,32.220562234082
-0.66000000000006,3.5664980874169,-27.17757271475,30.744070802167
-0.65000000000006,3.7850925665941,-24.961428128887,28.746520695481
-0.64000000000006,3.929466025152,-22.354504869389,26.283970894541
-0.63000000000006,3.9971693990125,-19.424198293491,23.421367692503
-0.62000000000006,3.986971542107,-16.236764455348,20.223735997455
-0.61000000000006,3.8988787442625,-12.850496860262,16.749375604525
-0.60000000000006,3.7341347278647,-9.3158309270393,13.049965654904
-0.59000000000006,3.4952011232977,-5.6780964779706,9.1732976012683
-0.58000000000006,3.1857187310291,-1.9845524996013,5.1702712306304
-0.57000000000006,2.8104501812148,1.7093283500764,1.1011218311384
-0.56000000000006,2.3752048950766,5.3388472835827,-2.9636423885061
-0.55000000000006,1.8867475314211,8.8333041075028,-6.9465565760817
-0.54000000000006,1.352691362119,12.124684510144,-10.771993148025
-0.53000000000006,0.7813782580506,15.150113523727,-14.368735265677
-0.52000000000006,0.18174717818527,17.858003021632,-17.676255843447
-0.51000000000006,-0.43680676421944,20.211094860969,-20.647901625189
-0.50000000000006,-1.0645804357057,22.179112274336,-23.243692710042
